query_id,slice_family,slice_name
Q392,contextual_complexity,No extra contextual slot
Q393,contextual_complexity,No extra contextual slot
Q397,contextual_complexity,No extra contextual slot
Q399,contextual_complexity,No extra contextual slot
Q401,contextual_complexity,No extra contextual slot
Q402,contextual_complexity,No extra contextual slot
Q403,contextual_complexity,No extra contextual slot
Q405,contextual_complexity,No extra contextual slot
Q408,contextual_complexity,No extra contextual slot
Q410,contextual_complexity,No extra contextual slot
Q412,contextual_complexity,No extra contextual slot
Q416,contextual_complexity,No extra contextual slot
Q418,contextual_complexity,No extra contextual slot
Q424,contextual_complexity,No extra contextual slot
Q425,contextual_complexity,No extra contextual slot
Q426,contextual_complexity,No extra contextual slot
Q428,contextual_complexity,No extra contextual slot
Q431,contextual_complexity,No extra contextual slot
Q432,contextual_complexity,No extra contextual slot
Q433,contextual_complexity,No extra contextual slot
Q434,contextual_complexity,No extra contextual slot
Q440,contextual_complexity,No extra contextual slot
Q443,contextual_complexity,No extra contextual slot
Q449,contextual_complexity,No extra contextual slot
Q450,contextual_complexity,No extra contextual slot
Q451,contextual_complexity,No extra contextual slot
Q452,contextual_complexity,No extra contextual slot
Q454,contextual_complexity,No extra contextual slot
Q455,contextual_complexity,No extra contextual slot
Q457,contextual_complexity,No extra contextual slot
Q458,contextual_complexity,No extra contextual slot
Q459,contextual_complexity,No extra contextual slot
Q461,contextual_complexity,No extra contextual slot
Q462,contextual_complexity,No extra contextual slot
Q464,contextual_complexity,No extra contextual slot
Q465,contextual_complexity,No extra contextual slot
Q467,contextual_complexity,No extra contextual slot
Q468,contextual_complexity,No extra contextual slot
Q471,contextual_complexity,No extra contextual slot
Q472,contextual_complexity,No extra contextual slot
Q473,contextual_complexity,No extra contextual slot
Q474,contextual_complexity,No extra contextual slot
Q475,contextual_complexity,No extra contextual slot
Q477,contextual_complexity,No extra contextual slot
Q478,contextual_complexity,No extra contextual slot
Q481,contextual_complexity,No extra contextual slot
Q482,contextual_complexity,No extra contextual slot
Q484,contextual_complexity,No extra contextual slot
Q486,contextual_complexity,No extra contextual slot
Q489,contextual_complexity,No extra contextual slot
Q490,contextual_complexity,No extra contextual slot
Q491,contextual_complexity,No extra contextual slot
Q492,contextual_complexity,No extra contextual slot
Q493,contextual_complexity,No extra contextual slot
Q495,contextual_complexity,No extra contextual slot
Q496,contextual_complexity,No extra contextual slot
Q497,contextual_complexity,No extra contextual slot
Q498,contextual_complexity,No extra contextual slot
Q005,contextual_complexity,Demographic constraint
Q010,contextual_complexity,Demographic constraint
Q012,contextual_complexity,Demographic constraint
Q014,contextual_complexity,Demographic constraint
Q022,contextual_complexity,Demographic constraint
Q026,contextual_complexity,Demographic constraint
Q036,contextual_complexity,Demographic constraint
Q037,contextual_complexity,Demographic constraint
Q044,contextual_complexity,Demographic constraint
Q063,contextual_complexity,Demographic constraint
Q064,contextual_complexity,Demographic constraint
Q068,contextual_complexity,Demographic constraint
Q091,contextual_complexity,Demographic constraint
Q097,contextual_complexity,Demographic constraint
Q116,contextual_complexity,Demographic constraint
Q122,contextual_complexity,Demographic constraint
Q129,contextual_complexity,Demographic constraint
Q136,contextual_complexity,Demographic constraint
Q138,contextual_complexity,Demographic constraint
Q150,contextual_complexity,Demographic constraint
Q151,contextual_complexity,Demographic constraint
Q157,contextual_complexity,Demographic constraint
Q160,contextual_complexity,Demographic constraint
Q161,contextual_complexity,Demographic constraint
Q170,contextual_complexity,Demographic constraint
Q183,contextual_complexity,Demographic constraint
Q203,contextual_complexity,Demographic constraint
Q206,contextual_complexity,Demographic constraint
Q225,contextual_complexity,Demographic constraint
Q238,contextual_complexity,Demographic constraint
Q239,contextual_complexity,Demographic constraint
Q249,contextual_complexity,Demographic constraint
Q268,contextual_complexity,Demographic constraint
Q270,contextual_complexity,Demographic constraint
Q283,contextual_complexity,Demographic constraint
Q289,contextual_complexity,Demographic constraint
Q307,contextual_complexity,Demographic constraint
Q351,contextual_complexity,Demographic constraint
Q356,contextual_complexity,Demographic constraint
Q360,contextual_complexity,Demographic constraint
Q365,contextual_complexity,Demographic constraint
Q367,contextual_complexity,Demographic constraint
Q375,contextual_complexity,Demographic constraint
Q377,contextual_complexity,Demographic constraint
Q384,contextual_complexity,Demographic constraint
Q388,contextual_complexity,Demographic constraint
Q400,contextual_complexity,Demographic constraint
Q406,contextual_complexity,Demographic constraint
Q407,contextual_complexity,Demographic constraint
Q411,contextual_complexity,Demographic constraint
Q420,contextual_complexity,Demographic constraint
Q423,contextual_complexity,Demographic constraint
Q437,contextual_complexity,Demographic constraint
Q446,contextual_complexity,Demographic constraint
Q453,contextual_complexity,Demographic constraint
Q470,contextual_complexity,Demographic constraint
Q479,contextual_complexity,Demographic constraint
Q483,contextual_complexity,Demographic constraint
Q487,contextual_complexity,Demographic constraint
Q488,contextual_complexity,Demographic constraint
Q020,contextual_complexity,Year constraint
Q023,contextual_complexity,Year constraint
Q025,contextual_complexity,Year constraint
Q038,contextual_complexity,Year constraint
Q062,contextual_complexity,Year constraint
Q067,contextual_complexity,Year constraint
Q075,contextual_complexity,Year constraint
Q083,contextual_complexity,Year constraint
Q094,contextual_complexity,Year constraint
Q098,contextual_complexity,Year constraint
Q105,contextual_complexity,Year constraint
Q109,contextual_complexity,Year constraint
Q113,contextual_complexity,Year constraint
Q120,contextual_complexity,Year constraint
Q128,contextual_complexity,Year constraint
Q151,contextual_complexity,Year constraint
Q153,contextual_complexity,Year constraint
Q156,contextual_complexity,Year constraint
Q168,contextual_complexity,Year constraint
Q176,contextual_complexity,Year constraint
Q180,contextual_complexity,Year constraint
Q198,contextual_complexity,Year constraint
Q216,contextual_complexity,Year constraint
Q240,contextual_complexity,Year constraint
Q242,contextual_complexity,Year constraint
Q252,contextual_complexity,Year constraint
Q273,contextual_complexity,Year constraint
Q287,contextual_complexity,Year constraint
Q313,contextual_complexity,Year constraint
Q315,contextual_complexity,Year constraint
Q340,contextual_complexity,Year constraint
Q344,contextual_complexity,Year constraint
Q352,contextual_complexity,Year constraint
Q361,contextual_complexity,Year constraint
Q362,contextual_complexity,Year constraint
Q371,contextual_complexity,Year constraint
Q372,contextual_complexity,Year constraint
Q377,contextual_complexity,Year constraint
Q383,contextual_complexity,Year constraint
Q390,contextual_complexity,Year constraint
Q398,contextual_complexity,Year constraint
Q413,contextual_complexity,Year constraint
Q415,contextual_complexity,Year constraint
Q422,contextual_complexity,Year constraint
Q445,contextual_complexity,Year constraint
Q456,contextual_complexity,Year constraint
Q460,contextual_complexity,Year constraint
Q466,contextual_complexity,Year constraint
Q469,contextual_complexity,Year constraint
Q487,contextual_complexity,Year constraint
Q494,contextual_complexity,Year constraint
Q500,contextual_complexity,Year constraint
Q010,contextual_complexity,Renal/lab constraint
Q011,contextual_complexity,Renal/lab constraint
Q016,contextual_complexity,Renal/lab constraint
Q019,contextual_complexity,Renal/lab constraint
Q024,contextual_complexity,Renal/lab constraint
Q054,contextual_complexity,Renal/lab constraint
Q076,contextual_complexity,Renal/lab constraint
Q087,contextual_complexity,Renal/lab constraint
Q088,contextual_complexity,Renal/lab constraint
Q148,contextual_complexity,Renal/lab constraint
Q182,contextual_complexity,Renal/lab constraint
Q189,contextual_complexity,Renal/lab constraint
Q191,contextual_complexity,Renal/lab constraint
Q265,contextual_complexity,Renal/lab constraint
Q331,contextual_complexity,Renal/lab constraint
Q346,contextual_complexity,Renal/lab constraint
Q379,contextual_complexity,Renal/lab constraint
Q380,contextual_complexity,Renal/lab constraint
Q381,contextual_complexity,Renal/lab constraint
Q427,contextual_complexity,Renal/lab constraint
Q430,contextual_complexity,Renal/lab constraint
Q463,contextual_complexity,Renal/lab constraint
Q007,contextual_complexity,Multiple constraints
Q010,contextual_complexity,Multiple constraints
Q011,contextual_complexity,Multiple constraints
Q012,contextual_complexity,Multiple constraints
Q014,contextual_complexity,Multiple constraints
Q019,contextual_complexity,Multiple constraints
Q022,contextual_complexity,Multiple constraints
Q024,contextual_complexity,Multiple constraints
Q033,contextual_complexity,Multiple constraints
Q036,contextual_complexity,Multiple constraints
Q050,contextual_complexity,Multiple constraints
Q063,contextual_complexity,Multiple constraints
Q068,contextual_complexity,Multiple constraints
Q076,contextual_complexity,Multiple constraints
Q088,contextual_complexity,Multiple constraints
Q091,contextual_complexity,Multiple constraints
Q097,contextual_complexity,Multiple constraints
Q122,contextual_complexity,Multiple constraints
Q135,contextual_complexity,Multiple constraints
Q136,contextual_complexity,Multiple constraints
Q148,contextual_complexity,Multiple constraints
Q150,contextual_complexity,Multiple constraints
Q151,contextual_complexity,Multiple constraints
Q154,contextual_complexity,Multiple constraints
Q160,contextual_complexity,Multiple constraints
Q161,contextual_complexity,Multiple constraints
Q170,contextual_complexity,Multiple constraints
Q183,contextual_complexity,Multiple constraints
Q185,contextual_complexity,Multiple constraints
Q187,contextual_complexity,Multiple constraints
Q189,contextual_complexity,Multiple constraints
Q191,contextual_complexity,Multiple constraints
Q206,contextual_complexity,Multiple constraints
Q214,contextual_complexity,Multiple constraints
Q224,contextual_complexity,Multiple constraints
Q239,contextual_complexity,Multiple constraints
Q249,contextual_complexity,Multiple constraints
Q265,contextual_complexity,Multiple constraints
Q270,contextual_complexity,Multiple constraints
Q277,contextual_complexity,Multiple constraints
Q299,contextual_complexity,Multiple constraints
Q300,contextual_complexity,Multiple constraints
Q322,contextual_complexity,Multiple constraints
Q331,contextual_complexity,Multiple constraints
Q346,contextual_complexity,Multiple constraints
Q347,contextual_complexity,Multiple constraints
Q351,contextual_complexity,Multiple constraints
Q375,contextual_complexity,Multiple constraints
Q377,contextual_complexity,Multiple constraints
Q380,contextual_complexity,Multiple constraints
Q381,contextual_complexity,Multiple constraints
Q395,contextual_complexity,Multiple constraints
Q400,contextual_complexity,Multiple constraints
Q407,contextual_complexity,Multiple constraints
Q411,contextual_complexity,Multiple constraints
Q420,contextual_complexity,Multiple constraints
Q430,contextual_complexity,Multiple constraints
Q435,contextual_complexity,Multiple constraints
Q441,contextual_complexity,Multiple constraints
Q444,contextual_complexity,Multiple constraints
Q453,contextual_complexity,Multiple constraints
Q470,contextual_complexity,Multiple constraints
Q487,contextual_complexity,Multiple constraints
Q001,context_constraint_count,No constraints
Q002,context_constraint_count,No constraints
Q003,context_constraint_count,No constraints
Q004,context_constraint_count,No constraints
Q008,context_constraint_count,No constraints
Q009,context_constraint_count,No constraints
Q013,context_constraint_count,No constraints
Q015,context_constraint_count,No constraints
Q017,context_constraint_count,No constraints
Q018,context_constraint_count,No constraints
Q027,context_constraint_count,No constraints
Q028,context_constraint_count,No constraints
Q029,context_constraint_count,No constraints
Q031,context_constraint_count,No constraints
Q032,context_constraint_count,No constraints
Q034,context_constraint_count,No constraints
Q035,context_constraint_count,No constraints
Q039,context_constraint_count,No constraints
Q041,context_constraint_count,No constraints
Q042,context_constraint_count,No constraints
Q045,context_constraint_count,No constraints
Q046,context_constraint_count,No constraints
Q047,context_constraint_count,No constraints
Q048,context_constraint_count,No constraints
Q049,context_constraint_count,No constraints
Q052,context_constraint_count,No constraints
Q053,context_constraint_count,No constraints
Q055,context_constraint_count,No constraints
Q058,context_constraint_count,No constraints
Q059,context_constraint_count,No constraints
Q061,context_constraint_count,No constraints
Q065,context_constraint_count,No constraints
Q066,context_constraint_count,No constraints
Q070,context_constraint_count,No constraints
Q072,context_constraint_count,No constraints
Q073,context_constraint_count,No constraints
Q074,context_constraint_count,No constraints
Q077,context_constraint_count,No constraints
Q078,context_constraint_count,No constraints
Q079,context_constraint_count,No constraints
Q080,context_constraint_count,No constraints
Q081,context_constraint_count,No constraints
Q084,context_constraint_count,No constraints
Q089,context_constraint_count,No constraints
Q090,context_constraint_count,No constraints
Q092,context_constraint_count,No constraints
Q093,context_constraint_count,No constraints
Q095,context_constraint_count,No constraints
Q096,context_constraint_count,No constraints
Q100,context_constraint_count,No constraints
Q101,context_constraint_count,No constraints
Q102,context_constraint_count,No constraints
Q103,context_constraint_count,No constraints
Q106,context_constraint_count,No constraints
Q107,context_constraint_count,No constraints
Q108,context_constraint_count,No constraints
Q111,context_constraint_count,No constraints
Q117,context_constraint_count,No constraints
Q119,context_constraint_count,No constraints
Q121,context_constraint_count,No constraints
Q123,context_constraint_count,No constraints
Q125,context_constraint_count,No constraints
Q127,context_constraint_count,No constraints
Q131,context_constraint_count,No constraints
Q133,context_constraint_count,No constraints
Q134,context_constraint_count,No constraints
Q137,context_constraint_count,No constraints
Q140,context_constraint_count,No constraints
Q141,context_constraint_count,No constraints
Q142,context_constraint_count,No constraints
Q143,context_constraint_count,No constraints
Q145,context_constraint_count,No constraints
Q147,context_constraint_count,No constraints
Q149,context_constraint_count,No constraints
Q152,context_constraint_count,No constraints
Q158,context_constraint_count,No constraints
Q159,context_constraint_count,No constraints
Q162,context_constraint_count,No constraints
Q163,context_constraint_count,No constraints
Q164,context_constraint_count,No constraints
Q166,context_constraint_count,No constraints
Q167,context_constraint_count,No constraints
Q169,context_constraint_count,No constraints
Q171,context_constraint_count,No constraints
Q172,context_constraint_count,No constraints
Q173,context_constraint_count,No constraints
Q174,context_constraint_count,No constraints
Q177,context_constraint_count,No constraints
Q179,context_constraint_count,No constraints
Q184,context_constraint_count,No constraints
Q188,context_constraint_count,No constraints
Q190,context_constraint_count,No constraints
Q193,context_constraint_count,No constraints
Q194,context_constraint_count,No constraints
Q196,context_constraint_count,No constraints
Q197,context_constraint_count,No constraints
Q200,context_constraint_count,No constraints
Q201,context_constraint_count,No constraints
Q202,context_constraint_count,No constraints
Q204,context_constraint_count,No constraints
Q205,context_constraint_count,No constraints
Q207,context_constraint_count,No constraints
Q208,context_constraint_count,No constraints
Q209,context_constraint_count,No constraints
Q210,context_constraint_count,No constraints
Q211,context_constraint_count,No constraints
Q212,context_constraint_count,No constraints
Q213,context_constraint_count,No constraints
Q215,context_constraint_count,No constraints
Q217,context_constraint_count,No constraints
Q218,context_constraint_count,No constraints
Q219,context_constraint_count,No constraints
Q221,context_constraint_count,No constraints
Q222,context_constraint_count,No constraints
Q223,context_constraint_count,No constraints
Q226,context_constraint_count,No constraints
Q227,context_constraint_count,No constraints
Q228,context_constraint_count,No constraints
Q229,context_constraint_count,No constraints
Q230,context_constraint_count,No constraints
Q232,context_constraint_count,No constraints
Q233,context_constraint_count,No constraints
Q234,context_constraint_count,No constraints
Q236,context_constraint_count,No constraints
Q237,context_constraint_count,No constraints
Q245,context_constraint_count,No constraints
Q248,context_constraint_count,No constraints
Q250,context_constraint_count,No constraints
Q251,context_constraint_count,No constraints
Q253,context_constraint_count,No constraints
Q254,context_constraint_count,No constraints
Q255,context_constraint_count,No constraints
Q256,context_constraint_count,No constraints
Q257,context_constraint_count,No constraints
Q258,context_constraint_count,No constraints
Q259,context_constraint_count,No constraints
Q260,context_constraint_count,No constraints
Q261,context_constraint_count,No constraints
Q263,context_constraint_count,No constraints
Q266,context_constraint_count,No constraints
Q267,context_constraint_count,No constraints
Q269,context_constraint_count,No constraints
Q271,context_constraint_count,No constraints
Q272,context_constraint_count,No constraints
Q275,context_constraint_count,No constraints
Q276,context_constraint_count,No constraints
Q279,context_constraint_count,No constraints
Q280,context_constraint_count,No constraints
Q281,context_constraint_count,No constraints
Q282,context_constraint_count,No constraints
Q284,context_constraint_count,No constraints
Q286,context_constraint_count,No constraints
Q288,context_constraint_count,No constraints
Q290,context_constraint_count,No constraints
Q291,context_constraint_count,No constraints
Q295,context_constraint_count,No constraints
Q297,context_constraint_count,No constraints
Q298,context_constraint_count,No constraints
Q301,context_constraint_count,No constraints
Q303,context_constraint_count,No constraints
Q304,context_constraint_count,No constraints
Q305,context_constraint_count,No constraints
Q306,context_constraint_count,No constraints
Q308,context_constraint_count,No constraints
Q309,context_constraint_count,No constraints
Q310,context_constraint_count,No constraints
Q312,context_constraint_count,No constraints
Q314,context_constraint_count,No constraints
Q317,context_constraint_count,No constraints
Q321,context_constraint_count,No constraints
Q324,context_constraint_count,No constraints
Q325,context_constraint_count,No constraints
Q326,context_constraint_count,No constraints
Q329,context_constraint_count,No constraints
Q330,context_constraint_count,No constraints
Q332,context_constraint_count,No constraints
Q333,context_constraint_count,No constraints
Q334,context_constraint_count,No constraints
Q336,context_constraint_count,No constraints
Q337,context_constraint_count,No constraints
Q341,context_constraint_count,No constraints
Q343,context_constraint_count,No constraints
Q345,context_constraint_count,No constraints
Q348,context_constraint_count,No constraints
Q353,context_constraint_count,No constraints
Q354,context_constraint_count,No constraints
Q355,context_constraint_count,No constraints
Q357,context_constraint_count,No constraints
Q363,context_constraint_count,No constraints
Q364,context_constraint_count,No constraints
Q366,context_constraint_count,No constraints
Q370,context_constraint_count,No constraints
Q374,context_constraint_count,No constraints
Q376,context_constraint_count,No constraints
Q382,context_constraint_count,No constraints
Q385,context_constraint_count,No constraints
Q386,context_constraint_count,No constraints
Q387,context_constraint_count,No constraints
Q389,context_constraint_count,No constraints
Q391,context_constraint_count,No constraints
Q392,context_constraint_count,No constraints
Q393,context_constraint_count,No constraints
Q397,context_constraint_count,No constraints
Q399,context_constraint_count,No constraints
Q401,context_constraint_count,No constraints
Q402,context_constraint_count,No constraints
Q403,context_constraint_count,No constraints
Q405,context_constraint_count,No constraints
Q408,context_constraint_count,No constraints
Q410,context_constraint_count,No constraints
Q412,context_constraint_count,No constraints
Q416,context_constraint_count,No constraints
Q418,context_constraint_count,No constraints
Q424,context_constraint_count,No constraints
Q425,context_constraint_count,No constraints
Q426,context_constraint_count,No constraints
Q428,context_constraint_count,No constraints
Q431,context_constraint_count,No constraints
Q432,context_constraint_count,No constraints
Q433,context_constraint_count,No constraints
Q434,context_constraint_count,No constraints
Q440,context_constraint_count,No constraints
Q443,context_constraint_count,No constraints
Q449,context_constraint_count,No constraints
Q450,context_constraint_count,No constraints
Q451,context_constraint_count,No constraints
Q452,context_constraint_count,No constraints
Q454,context_constraint_count,No constraints
Q455,context_constraint_count,No constraints
Q457,context_constraint_count,No constraints
Q458,context_constraint_count,No constraints
Q459,context_constraint_count,No constraints
Q461,context_constraint_count,No constraints
Q462,context_constraint_count,No constraints
Q464,context_constraint_count,No constraints
Q465,context_constraint_count,No constraints
Q467,context_constraint_count,No constraints
Q468,context_constraint_count,No constraints
Q471,context_constraint_count,No constraints
Q472,context_constraint_count,No constraints
Q473,context_constraint_count,No constraints
Q474,context_constraint_count,No constraints
Q475,context_constraint_count,No constraints
Q477,context_constraint_count,No constraints
Q478,context_constraint_count,No constraints
Q481,context_constraint_count,No constraints
Q482,context_constraint_count,No constraints
Q484,context_constraint_count,No constraints
Q486,context_constraint_count,No constraints
Q489,context_constraint_count,No constraints
Q490,context_constraint_count,No constraints
Q491,context_constraint_count,No constraints
Q492,context_constraint_count,No constraints
Q493,context_constraint_count,No constraints
Q495,context_constraint_count,No constraints
Q496,context_constraint_count,No constraints
Q497,context_constraint_count,No constraints
Q498,context_constraint_count,No constraints
Q005,context_constraint_count,One constraint
Q006,context_constraint_count,One constraint
Q016,context_constraint_count,One constraint
Q020,context_constraint_count,One constraint
Q021,context_constraint_count,One constraint
Q023,context_constraint_count,One constraint
Q025,context_constraint_count,One constraint
Q026,context_constraint_count,One constraint
Q030,context_constraint_count,One constraint
Q037,context_constraint_count,One constraint
Q038,context_constraint_count,One constraint
Q040,context_constraint_count,One constraint
Q043,context_constraint_count,One constraint
Q044,context_constraint_count,One constraint
Q051,context_constraint_count,One constraint
Q054,context_constraint_count,One constraint
Q056,context_constraint_count,One constraint
Q057,context_constraint_count,One constraint
Q060,context_constraint_count,One constraint
Q062,context_constraint_count,One constraint
Q064,context_constraint_count,One constraint
Q067,context_constraint_count,One constraint
Q069,context_constraint_count,One constraint
Q071,context_constraint_count,One constraint
Q075,context_constraint_count,One constraint
Q082,context_constraint_count,One constraint
Q083,context_constraint_count,One constraint
Q085,context_constraint_count,One constraint
Q086,context_constraint_count,One constraint
Q087,context_constraint_count,One constraint
Q094,context_constraint_count,One constraint
Q098,context_constraint_count,One constraint
Q099,context_constraint_count,One constraint
Q104,context_constraint_count,One constraint
Q105,context_constraint_count,One constraint
Q109,context_constraint_count,One constraint
Q110,context_constraint_count,One constraint
Q112,context_constraint_count,One constraint
Q113,context_constraint_count,One constraint
Q114,context_constraint_count,One constraint
Q115,context_constraint_count,One constraint
Q116,context_constraint_count,One constraint
Q118,context_constraint_count,One constraint
Q120,context_constraint_count,One constraint
Q124,context_constraint_count,One constraint
Q126,context_constraint_count,One constraint
Q128,context_constraint_count,One constraint
Q129,context_constraint_count,One constraint
Q130,context_constraint_count,One constraint
Q132,context_constraint_count,One constraint
Q138,context_constraint_count,One constraint
Q139,context_constraint_count,One constraint
Q144,context_constraint_count,One constraint
Q146,context_constraint_count,One constraint
Q153,context_constraint_count,One constraint
Q155,context_constraint_count,One constraint
Q156,context_constraint_count,One constraint
Q157,context_constraint_count,One constraint
Q165,context_constraint_count,One constraint
Q168,context_constraint_count,One constraint
Q175,context_constraint_count,One constraint
Q176,context_constraint_count,One constraint
Q178,context_constraint_count,One constraint
Q180,context_constraint_count,One constraint
Q181,context_constraint_count,One constraint
Q182,context_constraint_count,One constraint
Q186,context_constraint_count,One constraint
Q192,context_constraint_count,One constraint
Q195,context_constraint_count,One constraint
Q198,context_constraint_count,One constraint
Q199,context_constraint_count,One constraint
Q203,context_constraint_count,One constraint
Q216,context_constraint_count,One constraint
Q220,context_constraint_count,One constraint
Q225,context_constraint_count,One constraint
Q231,context_constraint_count,One constraint
Q235,context_constraint_count,One constraint
Q238,context_constraint_count,One constraint
Q240,context_constraint_count,One constraint
Q241,context_constraint_count,One constraint
Q242,context_constraint_count,One constraint
Q243,context_constraint_count,One constraint
Q244,context_constraint_count,One constraint
Q246,context_constraint_count,One constraint
Q247,context_constraint_count,One constraint
Q252,context_constraint_count,One constraint
Q262,context_constraint_count,One constraint
Q264,context_constraint_count,One constraint
Q268,context_constraint_count,One constraint
Q273,context_constraint_count,One constraint
Q274,context_constraint_count,One constraint
Q278,context_constraint_count,One constraint
Q283,context_constraint_count,One constraint
Q285,context_constraint_count,One constraint
Q287,context_constraint_count,One constraint
Q289,context_constraint_count,One constraint
Q292,context_constraint_count,One constraint
Q293,context_constraint_count,One constraint
Q294,context_constraint_count,One constraint
Q296,context_constraint_count,One constraint
Q302,context_constraint_count,One constraint
Q307,context_constraint_count,One constraint
Q311,context_constraint_count,One constraint
Q313,context_constraint_count,One constraint
Q315,context_constraint_count,One constraint
Q316,context_constraint_count,One constraint
Q318,context_constraint_count,One constraint
Q319,context_constraint_count,One constraint
Q320,context_constraint_count,One constraint
Q323,context_constraint_count,One constraint
Q327,context_constraint_count,One constraint
Q328,context_constraint_count,One constraint
Q335,context_constraint_count,One constraint
Q338,context_constraint_count,One constraint
Q339,context_constraint_count,One constraint
Q340,context_constraint_count,One constraint
Q342,context_constraint_count,One constraint
Q344,context_constraint_count,One constraint
Q349,context_constraint_count,One constraint
Q350,context_constraint_count,One constraint
Q352,context_constraint_count,One constraint
Q356,context_constraint_count,One constraint
Q358,context_constraint_count,One constraint
Q359,context_constraint_count,One constraint
Q360,context_constraint_count,One constraint
Q361,context_constraint_count,One constraint
Q362,context_constraint_count,One constraint
Q365,context_constraint_count,One constraint
Q367,context_constraint_count,One constraint
Q368,context_constraint_count,One constraint
Q369,context_constraint_count,One constraint
Q371,context_constraint_count,One constraint
Q372,context_constraint_count,One constraint
Q373,context_constraint_count,One constraint
Q378,context_constraint_count,One constraint
Q379,context_constraint_count,One constraint
Q383,context_constraint_count,One constraint
Q384,context_constraint_count,One constraint
Q388,context_constraint_count,One constraint
Q390,context_constraint_count,One constraint
Q394,context_constraint_count,One constraint
Q396,context_constraint_count,One constraint
Q398,context_constraint_count,One constraint
Q404,context_constraint_count,One constraint
Q406,context_constraint_count,One constraint
Q409,context_constraint_count,One constraint
Q413,context_constraint_count,One constraint
Q414,context_constraint_count,One constraint
Q415,context_constraint_count,One constraint
Q417,context_constraint_count,One constraint
Q419,context_constraint_count,One constraint
Q421,context_constraint_count,One constraint
Q422,context_constraint_count,One constraint
Q423,context_constraint_count,One constraint
Q427,context_constraint_count,One constraint
Q429,context_constraint_count,One constraint
Q436,context_constraint_count,One constraint
Q437,context_constraint_count,One constraint
Q438,context_constraint_count,One constraint
Q439,context_constraint_count,One constraint
Q442,context_constraint_count,One constraint
Q445,context_constraint_count,One constraint
Q446,context_constraint_count,One constraint
Q447,context_constraint_count,One constraint
Q448,context_constraint_count,One constraint
Q456,context_constraint_count,One constraint
Q460,context_constraint_count,One constraint
Q463,context_constraint_count,One constraint
Q466,context_constraint_count,One constraint
Q469,context_constraint_count,One constraint
Q476,context_constraint_count,One constraint
Q479,context_constraint_count,One constraint
Q480,context_constraint_count,One constraint
Q483,context_constraint_count,One constraint
Q485,context_constraint_count,One constraint
Q488,context_constraint_count,One constraint
Q494,context_constraint_count,One constraint
Q499,context_constraint_count,One constraint
Q500,context_constraint_count,One constraint
Q007,context_constraint_count,Multiple constraints
Q010,context_constraint_count,Multiple constraints
Q011,context_constraint_count,Multiple constraints
Q012,context_constraint_count,Multiple constraints
Q014,context_constraint_count,Multiple constraints
Q019,context_constraint_count,Multiple constraints
Q022,context_constraint_count,Multiple constraints
Q024,context_constraint_count,Multiple constraints
Q033,context_constraint_count,Multiple constraints
Q036,context_constraint_count,Multiple constraints
Q050,context_constraint_count,Multiple constraints
Q063,context_constraint_count,Multiple constraints
Q068,context_constraint_count,Multiple constraints
Q076,context_constraint_count,Multiple constraints
Q088,context_constraint_count,Multiple constraints
Q091,context_constraint_count,Multiple constraints
Q097,context_constraint_count,Multiple constraints
Q122,context_constraint_count,Multiple constraints
Q135,context_constraint_count,Multiple constraints
Q136,context_constraint_count,Multiple constraints
Q148,context_constraint_count,Multiple constraints
Q150,context_constraint_count,Multiple constraints
Q151,context_constraint_count,Multiple constraints
Q154,context_constraint_count,Multiple constraints
Q160,context_constraint_count,Multiple constraints
Q161,context_constraint_count,Multiple constraints
Q170,context_constraint_count,Multiple constraints
Q183,context_constraint_count,Multiple constraints
Q185,context_constraint_count,Multiple constraints
Q187,context_constraint_count,Multiple constraints
Q189,context_constraint_count,Multiple constraints
Q191,context_constraint_count,Multiple constraints
Q206,context_constraint_count,Multiple constraints
Q214,context_constraint_count,Multiple constraints
Q224,context_constraint_count,Multiple constraints
Q239,context_constraint_count,Multiple constraints
Q249,context_constraint_count,Multiple constraints
Q265,context_constraint_count,Multiple constraints
Q270,context_constraint_count,Multiple constraints
Q277,context_constraint_count,Multiple constraints
Q299,context_constraint_count,Multiple constraints
Q300,context_constraint_count,Multiple constraints
Q322,context_constraint_count,Multiple constraints
Q331,context_constraint_count,Multiple constraints
Q346,context_constraint_count,Multiple constraints
Q347,context_constraint_count,Multiple constraints
Q351,context_constraint_count,Multiple constraints
Q375,context_constraint_count,Multiple constraints
Q377,context_constraint_count,Multiple constraints
Q380,context_constraint_count,Multiple constraints
Q381,context_constraint_count,Multiple constraints
Q395,context_constraint_count,Multiple constraints
Q400,context_constraint_count,Multiple constraints
Q407,context_constraint_count,Multiple constraints
Q411,context_constraint_count,Multiple constraints
Q420,context_constraint_count,Multiple constraints
Q430,context_constraint_count,Multiple constraints
Q435,context_constraint_count,Multiple constraints
Q441,context_constraint_count,Multiple constraints
Q444,context_constraint_count,Multiple constraints
Q453,context_constraint_count,Multiple constraints
Q470,context_constraint_count,Multiple constraints
Q487,context_constraint_count,Multiple constraints
Q020,intent_top_level,Evidence / Guideline Lookup
Q023,intent_top_level,Evidence / Guideline Lookup
Q025,intent_top_level,Evidence / Guideline Lookup
Q038,intent_top_level,Evidence / Guideline Lookup
Q052,intent_top_level,Evidence / Guideline Lookup
Q061,intent_top_level,Evidence / Guideline Lookup
Q062,intent_top_level,Evidence / Guideline Lookup
