protocol,split,candidate,reference,delta_ndcg,lower,upper,positive_queries,improved,worsened,unchanged
query_dedup,test,repaired:all_terms_minus_entity_penalty,repaired:hybrid,-0.001359009827094213,-0.008418898676704645,0.005836478212313214,68,5,6,57
query_dedup,test,repaired:all_terms_minus_entity_penalty,repaired:signed_only,-0.00505342674922029,-0.015396626511861227,0.0037061667308655516,68,4,7,57
query_dedup,test,repaired:all_terms_minus_entity_penalty,repaired:r_e7_equivalent,-0.001336356345108226,-0.005966836066421522,0.0023505307455875,68,2,5,61
query_dedup,test,repaired:all_terms_minus_context_bonus,repaired:hybrid,0.0002278629721987429,-0.006402080279307012,0.007187258564661371,68,4,7,57
query_dedup,test,repaired:all_terms_minus_context_bonus,repaired:signed_only,-0.003466553949927334,-0.013212486990407923,0.004697754850673881,68,4,7,57
query_dedup,test,repaired:all_terms_minus_context_bonus,repaired:r_e7_equivalent,0.0002505164541847288,-0.0010384555811181282,0.0022743656879006405,68,1,4,63
query_dedup,test,repaired:all_terms_minus_context_penalty,repaired:hybrid,0.0004430664343091696,-0.006213646630219366,0.007397159550262744,68,4,7,57
query_dedup,test,repaired:all_terms_minus_context_penalty,repaired:signed_only,-0.003251350487816908,-0.012819111716289187,0.004912748687876343,68,4,7,57
query_dedup,test,repaired:all_terms_minus_context_penalty,repaired:r_e7_equivalent,0.0004657199162951552,-0.0006206116758354476,0.002313025965346338,68,1,4,63
query_dedup,test,repaired:all_terms_minus_intent_bonus,repaired:hybrid,0.0036747625686962995,-0.0011379170989469776,0.011446008965076295,68,5,4,59
query_dedup,test,repaired:all_terms_minus_intent_bonus,repaired:signed_only,-1.9654353429778626e-05,-5.896306028933588e-05,0.0,68,0,1,67
query_dedup,test,repaired:all_terms_minus_intent_bonus,repaired:r_e7_equivalent,0.003697416050682285,-0.004964793426217445,0.013695217196461778,68,5,5,58
