query_id,liang_final_intent,liang_top_probability,liang_second_intent,liang_second_probability,liang_probability_margin,attention_semantic,attention_sentence_tfidf,attention_class_centroid_tfidf,weak_anchor_label,used_as_weak_anchor,probability_management___treatment_selection,probability_dosing___administration,probability_safety___contraindication,probability_interaction___combination,probability_comparative_treatment_choice,probability_monitoring___response___risk_assessment,probability_efficacy___outcomes,probability_guideline___evidence_lookup,probability_treatment_change___escalation,probability_prophylaxis___maintenance,probability_mechanism___background_knowledge
Q184,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008825004,0.9522671,0.14974125,0.42445755,0.4258012,Mechanism / Background Knowledge,True,0.0034623244,0.0033220772,0.0039274776,0.0016313721,0.0010819362,0.006173529,0.0014241693,0.002710104,0.0063499655,0.008825004,0.9610921
Q185,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q186,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,True,0.0007902704,0.91047275,0.041970864,0.004909365,0.0052201394,0.00039273326,0.0006085273,0.00031913552,0.011753359,0.023253744,0.0003091108
Q187,Safety / Contraindication,0.43469965,Dosing / Administration,0.26065686,0.17404279,0.108635366,0.22080563,0.6705589,Safety / Contraindication,True,0.008165965,0.26065686,0.43469965,0.23636624,0.012261621,0.0026449577,0.0078889225,0.0041008946,0.007974246,0.0232884,0.0019522384
Q188,Interaction / Combination,0.9658287,Safety / Contraindication,0.0093598245,0.9564689,0.059179965,0.17512545,0.76569456,Interaction / Combination,True,0.0073426496,0.0067133796,0.0093598245,0.9658287,0.0008911213,0.0013587686,0.0004055369,0.0035923512,0.0017799377,0.0014922882,0.0012353742
Q189,Dosing / Administration,0.9370421,Safety / Contraindication,0.02476116,0.912281,0.11514645,0.30007026,0.58478326,Dosing / Administration,True,0.0008336398,0.9370421,0.02476116,0.004608833,0.0041895746,0.00026082367,0.0004221735,0.00028491154,0.010789378,0.016507117,0.00030031818
Q190,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,True,0.0034623244,0.0033220772,0.0039274776,0.0016313721,0.0010819362,0.006173529,0.0014241693,0.002710104,0.0063499655,0.008824999,0.9610921
Q191,Dosing / Administration,0.934477,Safety / Contraindication,0.026299201,0.9081778,0.12735051,0.3816319,0.49101752,Dosing / Administration,True,0.0008006046,0.934477,0.026299201,0.0026559313,0.0031383433,0.00023807195,0.0012426772,0.00025766742,0.0052225925,0.025038505,0.00062943035
Q192,Dosing / Administration,0.9398804,Prophylaxis / Maintenance,0.02592304,0.91395736,0.18925025,0.35632086,0.45442888,Dosing / Administration,True,0.0011036793,0.9398804,0.018906377,0.002655495,0.0034362427,0.00028292774,0.0011172052,0.0003816462,0.0056452653,0.02592304,0.00066782115
Q193,Management / Treatment Selection,0.9814817,Guideline / Evidence Lookup,0.00957313,0.97190857,0.029747924,0.14660022,0.8236519,Management / Treatment Selection,True,0.9814817,0.00048478576,0.0010337225,0.0015477752,0.00047627641,0.0015709741,0.00048454732,0.00957313,0.00051632256,0.0012421208,0.0015886248
Q194,Prophylaxis / Maintenance,0.98185766,Dosing / Administration,0.0056586284,0.97619903,0.10218652,0.6636613,0.23415214,Prophylaxis / Maintenance,True,0.00026789977,0.0056586284,0.0038981976,0.00013537068,0.0007915965,0.0014179507,0.00039673716,0.0003729436,0.00089366414,0.98185766,0.0043093925
Q195,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,True,0.00062880805,0.0041230964,0.0015642243,0.00033722428,0.0002891673,0.00042371365,7.109106e-05,0.0011110898,0.99019414,0.0010504981,0.0002068942
Q196,Monitoring / Response / Risk Assessment,0.98009765,Safety / Contraindication,0.007012265,0.9730854,0.1537722,0.15504873,0.69117904,Monitoring / Response / Risk Assessment,True,0.0008031459,0.00012086152,0.007012265,0.00057860406,0.0010294305,0.98009765,0.00042226276,0.005531471,0.0008897635,0.0012693278,0.0022450977
Q197,Monitoring / Response / Risk Assessment,0.9323255,Management / Treatment Selection,0.02334587,0.9089796,0.024235934,0.07558217,0.9001819,Monitoring / Response / Risk Assessment,True,0.02334587,0.000307674,0.017199632,0.0017137208,0.0029965164,0.9323255,0.00037006466,0.01393707,0.0022180919,0.0025962656,0.0029896062
Q198,Guideline / Evidence Lookup,0.8053465,Management / Treatment Selection,0.093634665,0.7117118,0.30156973,0.20186539,0.4965649,Guideline / Evidence Lookup,True,0.093634665,0.0028394854,0.016678566,0.010105027,0.007699891,0.036575686,0.00456884,0.8053465,0.007723293,0.006357565,0.008470528
Q199,Dosing / Administration,0.9449216,Prophylaxis / Maintenance,0.024700452,0.92022115,0.17482379,0.36387566,0.46130064,Dosing / Administration,True,0.001062072,0.9449216,0.0162771,0.0025352815,0.0030233508,0.00024687662,0.0009706704,0.0003293514,0.00529106,0.024700452,0.0006421037
Q200,Monitoring / Response / Risk Assessment,0.98009765,Safety / Contraindication,0.007012265,0.9730854,0.1537722,0.15504873,0.69117904,Monitoring / Response / Risk Assessment,True,0.0008031459,0.00012086152,0.007012265,0.00057860406,0.0010294305,0.98009765,0.00042226276,0.005531471,0.0008897635,0.0012693278,0.0022450977
Q201,Interaction / Combination,0.9658287,Safety / Contraindication,0.0093598245,0.9564689,0.059179965,0.17512545,0.76569456,Interaction / Combination,True,0.0073426496,0.0067133796,0.0093598245,0.9658287,0.0008911213,0.0013587686,0.0004055369,0.0035923512,0.0017799377,0.0014922882,0.0012353742
Q202,Management / Treatment Selection,0.9855253,Guideline / Evidence Lookup,0.011373369,0.97415197,0.029088575,0.0946899,0.8762215,Management / Treatment Selection,True,0.9855253,0.00017262014,0.00030752245,0.0011187835,0.00020206935,0.00034975808,0.00017192929,0.011373369,0.00020286217,0.00028751197,0.00028824387
Q203,Safety / Contraindication,0.73063,Efficacy / Outcomes,0.05275428,0.6778757,0.21928418,0.19392462,0.5867912,Safety / Contraindication,True,0.042467862,0.015543464,0.73063,0.036064792,0.015563455,0.022194685,0.05275428,0.03814801,0.005654433,0.01356263,0.02741628
Q204,Mechanism / Background Knowledge,0.96171975,Prophylaxis / Maintenance,0.009412251,0.9523075,0.15438461,0.42697334,0.418642,Mechanism / Background Knowledge,True,0.003361197,0.0034955468,0.0037484686,0.0015181827,0.00101667,0.0052321088,0.0014139896,0.0025214988,0.0065603037,0.009412251,0.96171975
Q205,Prophylaxis / Maintenance,0.97614247,Dosing / Administration,0.008312286,0.9678302,0.056691796,0.58971846,0.3535897,Prophylaxis / Maintenance,True,0.0010076594,0.008312286,0.0053002797,0.0003323849,0.0014193803,0.00200479,0.00068693486,0.0008588521,0.0011096827,0.97614247,0.0028252876
Q206,Dosing / Administration,0.9359979,Prophylaxis / Maintenance,0.026671981,0.9093259,0.099171415,0.40157285,0.4992557,Dosing / Administration,True,0.00067632255,0.9359979,0.023463823,0.0025786082,0.0030644035,0.00025468788,0.0009340544,0.00024960394,0.005522859,0.026671981,0.0005856395
Q207,Interaction / Combination,0.9626987,Safety / Contraindication,0.009370143,0.95332855,0.06538383,0.18824223,0.74637395,Interaction / Combination,True,0.008530338,0.006540643,0.009370143,0.9626987,0.00097435556,0.0015421888,0.00054250297,0.0043423628,0.002088398,0.0017085907,0.0016617355
Q208,Prophylaxis / Maintenance,0.97614247,Dosing / Administration,0.008312286,0.9678302,0.056691796,0.58971846,0.3535897,Prophylaxis / Maintenance,True,0.0010076594,0.008312286,0.0053002797,0.0003323849,0.0014193803,0.00200479,0.00068693486,0.0008588521,0.0011096827,0.97614247,0.0028252876
Q209,Treatment Change / Escalation,0.9863862,Dosing / Administration,0.006705008,0.9796812,0.03939372,0.30122343,0.6593829,Treatment Change / Escalation,True,0.0005512554,0.006705008,0.002524249,0.00066998013,0.00034643078,0.00059008424,5.5899392e-05,0.0009023163,0.9863862,0.0010458053,0.00022271417
Q210,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,True,0.00037003463,0.0035329384,0.0013499956,0.00018100263,0.00024305518,0.00041107825,4.3860993e-05,0.0007197344,0.99218833,0.0007478613,0.00021198983
Q211,Management / Treatment Selection,0.97358173,Guideline / Evidence Lookup,0.01293426,0.96064746,0.08308732,0.13854091,0.7783718,Management / Treatment Selection,True,0.97358173,0.00076963304,0.0017060569,0.0022395293,0.0007511688,0.0023163073,0.0008593221,0.01293426,0.0008652408,0.0018239543,0.0021527547
Q212,Safety / Contraindication,0.8957231,Efficacy / Outcomes,0.024162287,0.8715608,0.08957937,0.25919393,0.6512267,Safety / Contraindication,True,0.006269432,0.023444695,0.8957231,0.018485423,0.0056744544,0.0045378143,0.024162287,0.0057160966,0.0025818013,0.01028456,0.003120246
Q213,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,True,0.00047711443,0.0068763373,0.004561182,0.0002038534,0.0012674354,0.0014874511,0.0005453847,0.0005784802,0.00091132114,0.98110205,0.0019893555
Q214,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q215,Interaction / Combination,0.96815825,Management / Treatment Selection,0.011496757,0.95666146,0.056410003,0.12776594,0.81582403,Interaction / Combination,True,0.011496757,0.005260282,0.008127491,0.96815825,0.0006864637,0.0007660525,0.00031749677,0.0027614604,0.00086142827,0.0008724832,0.00069178373
Q216,Guideline / Evidence Lookup,0.88576233,Management / Treatment Selection,0.049776744,0.8359856,0.37271202,0.26425123,0.3630367,Guideline / Evidence Lookup,True,0.049776744,0.0027395538,0.0048792646,0.0033826828,0.0023660671,0.02902691,0.0051778816,0.88576233,0.009191876,0.006071405,0.0016252097
Q217,Management / Treatment Selection,0.984469,Guideline / Evidence Lookup,0.008368756,0.97610027,0.0488273,0.14333789,0.8078348,Management / Treatment Selection,True,0.984469,0.00045869395,0.00084554404,0.001505146,0.00046605823,0.0009946771,0.00046399934,0.008368756,0.00047666932,0.0008606629,0.0010907843
Q218,Management / Treatment Selection,0.9812088,Guideline / Evidence Lookup,0.009835744,0.9713731,0.025013724,0.12852103,0.8464653,Management / Treatment Selection,True,0.9812088,0.0006308346,0.0012609626,0.0020752833,0.00051879784,0.0015108364,0.00023764519,0.009835744,0.0006251403,0.0012888364,0.00080716953
Q219,Management / Treatment Selection,0.9922964,Guideline / Evidence Lookup,0.004435505,0.9878609,0.02431116,0.090095766,0.8855931,Management / Treatment Selection,True,0.9922964,0.0001939582,0.0003489274,0.0011266586,0.00018856855,0.00030933422,0.00018286525,0.004435505,0.00018486523,0.00031294985,0.00041998381
Q220,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,True,0.0007902704,0.91047275,0.041970864,0.004909365,0.0052201394,0.00039273326,0.0006085273,0.00031913552,0.011753359,0.023253744,0.0003091108
Q221,Monitoring / Response / Risk Assessment,0.98009765,Safety / Contraindication,0.007012265,0.9730854,0.1537722,0.15504873,0.69117904,Monitoring / Response / Risk Assessment,True,0.0008031459,0.00012086152,0.007012265,0.00057860406,0.0010294305,0.98009765,0.00042226276,0.005531471,0.0008897635,0.0012693278,0.0022450977
Q222,Management / Treatment Selection,0.97614527,Guideline / Evidence Lookup,0.018485148,0.95766014,0.03195738,0.1407747,0.82726794,Management / Treatment Selection,True,0.97614527,0.00030886036,0.00051042024,0.0014971484,0.00033184944,0.0005159677,0.0002697468,0.018485148,0.0010632218,0.0004471088,0.00042514983
Q223,Efficacy / Outcomes,0.985386,Safety / Contraindication,0.007339046,0.97804695,0.25569043,0.34933466,0.39497498,Efficacy / Outcomes,True,0.00062200014,0.0010590008,0.007339046,0.0004650272,0.00034547818,0.0006852665,0.985386,0.0015773235,0.00031874055,0.0015134864,0.0006884901
Q224,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q225,Management / Treatment Selection,0.9921794,Guideline / Evidence Lookup,0.0045183976,0.987661,0.028620584,0.08969783,0.8816816,Management / Treatment Selection,True,0.9921794,0.0002002998,0.0003512588,0.0011402497,0.00019254947,0.00031067955,0.00018916589,0.0045183976,0.00018868699,0.00031581166,0.00041344904
Q226,Prophylaxis / Maintenance,0.9632334,Dosing / Administration,0.010901309,0.9523321,0.12038701,0.5232157,0.35639727,Prophylaxis / Maintenance,True,0.0006509863,0.010901309,0.009520922,0.000336963,0.0011700969,0.0024610902,0.0039022209,0.0012607283,0.0024832888,0.9632334,0.0040791
Q227,Dosing / Administration,0.40195975,Safety / Contraindication,0.39956948,0.0023902655,0.06935967,0.3404967,0.5901436,Safety / Contraindication,True,0.0029080887,0.40195975,0.39956948,0.030814752,0.022693243,0.0044373684,0.0075378935,0.0029185019,0.06769844,0.05785806,0.0016043916
Q228,Safety / Contraindication,0.8976659,Efficacy / Outcomes,0.02269203,0.8749739,0.060788386,0.26739064,0.671821,Safety / Contraindication,True,0.006544827,0.020949628,0.8976659,0.01921511,0.0054412032,0.005212274,0.02269203,0.0062774424,0.0026044287,0.010035382,0.003361754
Q229,Management / Treatment Selection,0.9139531,Guideline / Evidence Lookup,0.07021824,0.84373486,0.036884844,0.17585123,0.78726393,Management / Treatment Selection,True,0.9139531,0.0006008318,0.0025975087,0.0024557821,0.0013327209,0.0030144895,0.00078517833,0.07021824,0.0008576804,0.0012937404,0.0028907296
Q230,Safety / Contraindication,0.40720198,Dosing / Administration,0.3927858,0.014416188,0.072514705,0.33934236,0.58814293,Safety / Contraindication,True,0.0029448213,0.3927858,0.40720198,0.03197302,0.022169303,0.004565957,0.007855468,0.0028925352,0.06660527,0.059322443,0.0016835466
Q231,Interaction / Combination,0.9430835,Safety / Contraindication,0.027149757,0.9159338,0.055518784,0.17306238,0.7714188,Interaction / Combination,True,0.008334557,0.007169365,0.027149757,0.9430835,0.0010950831,0.0021870113,0.0009822141,0.004935825,0.0014888656,0.0020402197,0.0015335305
Q232,Safety / Contraindication,0.41915825,Dosing / Administration,0.3823942,0.036764055,0.075281054,0.3383302,0.5863887,Safety / Contraindication,True,0.0031189218,0.3823942,0.41915825,0.032759763,0.022015397,0.0047938107,0.009152789,0.0030827266,0.0646372,0.05715932,0.0017276556
Q233,Safety / Contraindication,0.84237653,Dosing / Administration,0.026793176,0.81558335,0.13850378,0.26167768,0.59981847,Safety / Contraindication,True,0.008601082,0.026793176,0.84237653,0.023321996,0.019367158,0.013335273,0.014236913,0.015071289,0.010440636,0.022531923,0.00392398
Q234,Mechanism / Background Knowledge,0.96171975,Prophylaxis / Maintenance,0.009412251,0.9523075,0.15438461,0.42697334,0.418642,Mechanism / Background Knowledge,True,0.003361197,0.0034955468,0.0037484686,0.0015181827,0.00101667,0.0052321088,0.0014139896,0.0025214988,0.0065603037,0.009412251,0.96171975
Q235,Comparative Treatment Choice,0.98687124,Safety / Contraindication,0.004795867,0.9820754,0.021655308,0.85083866,0.12750602,Comparative Treatment Choice,True,0.00065813586,0.0025355718,0.004795867,0.00046835444,0.98687124,0.0006493416,0.00023076386,0.00030874225,0.00091581716,0.0024319214,0.00013412975
Q236,Safety / Contraindication,0.41025126,Dosing / Administration,0.38823476,0.022016495,0.08477539,0.33485648,0.5803681,Monitoring / Response / Risk Assessment,True,0.0029758022,0.38823476,0.41025126,0.030308373,0.021144183,0.00517788,0.009237082,0.0031443597,0.06732616,0.060526393,0.00167369
Q237,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,True,0.0009847793,0.000100371835,0.009149787,0.0004714144,0.00095264567,0.97772866,0.00025147424,0.005281346,0.0006044059,0.0010055065,0.0034696083
Q238,Safety / Contraindication,0.73063,Efficacy / Outcomes,0.05275428,0.6778757,0.21928418,0.19392462,0.5867912,Safety / Contraindication,True,0.042467862,0.015543464,0.73063,0.036064792,0.015563455,0.022194685,0.05275428,0.03814801,0.005654433,0.01356263,0.02741628
Q239,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,True,0.00052305625,0.92477244,0.034303326,0.0033727584,0.0031130316,0.00027727074,0.0007957046,0.00021741739,0.008122877,0.02414709,0.00035511696
Q240,Guideline / Evidence Lookup,0.8966595,Management / Treatment Selection,0.049582694,0.8470768,0.08730637,0.4494459,0.4632478,Guideline / Evidence Lookup,True,0.049582694,0.0025114347,0.006139239,0.005953056,0.0026478863,0.020519303,0.0025338542,0.8966595,0.0062288446,0.005295697,0.0019285723
Q241,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,True,0.00068523234,0.93178225,0.028436065,0.0035827316,0.0040662917,0.00029380608,0.00055431115,0.00027342915,0.00788193,0.022076674,0.00036729296
Q242,Guideline / Evidence Lookup,0.91573614,Management / Treatment Selection,0.034959402,0.88077676,0.16302583,0.42776036,0.40921387,Guideline / Evidence Lookup,True,0.034959402,0.0021511798,0.004316736,0.0039957254,0.0017368288,0.021301316,0.0027847602,0.91573614,0.006589638,0.0054044896,0.0010237761
Q243,Dosing / Administration,0.41855136,Safety / Contraindication,0.38959992,0.028951436,0.06273669,0.3429199,0.5943434,Dosing / Administration,True,0.0028333918,0.41855136,0.38959992,0.03074801,0.021815948,0.0043221354,0.007174428,0.0028888606,0.06307605,0.057383895,0.0016059906
Q244,Comparative Treatment Choice,0.98687124,Safety / Contraindication,0.004795867,0.9820754,0.021655308,0.85083866,0.12750602,Comparative Treatment Choice,True,0.00065813586,0.0025355718,0.004795867,0.00046835444,0.98687124,0.0006493416,0.00023076386,0.00030874225,0.00091581716,0.0024319214,0.00013412975
Q245,Management / Treatment Selection,0.9812088,Guideline / Evidence Lookup,0.009835744,0.9713731,0.02501373,0.12852103,0.8464653,Management / Treatment Selection,True,0.9812088,0.0006308346,0.001260962,0.0020752843,0.00051879784,0.0015108364,0.00023764519,0.009835744,0.0006251407,0.0012888364,0.00080716953
Q246,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,True,0.00062880805,0.0041230964,0.0015642243,0.00033722428,0.0002891673,0.00042371365,7.109106e-05,0.0011110898,0.99019414,0.0010504981,0.0002068942
Q247,Treatment Change / Escalation,0.93789786,Dosing / Administration,0.030666366,0.9072315,0.051295042,0.22648612,0.7222189,Treatment Change / Escalation,True,0.0019218964,0.030666366,0.014545687,0.0023232459,0.0024792012,0.0025215242,0.00026023464,0.003023732,0.93789786,0.003906262,0.00045399406
Q248,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,True,0.24125436,0.0010232405,0.0040316246,0.0040122066,0.0023789092,0.009159516,0.0015533479,0.7298272,0.0023313756,0.0023016743,0.0021265105
Q249,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,True,0.00052305625,0.92477244,0.034303326,0.0033727584,0.0031130316,0.00027727074,0.0007957046,0.00021741739,0.008122877,0.02414709,0.00035511696
Q250,Monitoring / Response / Risk Assessment,0.58801824,Mechanism / Background Knowledge,0.12828833,0.4597299,0.054819994,0.24465396,0.7005261,Safety / Contraindication,True,0.041420955,0.003220464,0.11039248,0.010886451,0.014480125,0.58801824,0.005173361,0.07541806,0.008359887,0.014341652,0.12828833
Q251,Monitoring / Response / Risk Assessment,0.98009765,Safety / Contraindication,0.007012265,0.9730854,0.1537722,0.15504873,0.69117904,Monitoring / Response / Risk Assessment,True,0.0008031459,0.00012086152,0.007012265,0.00057860406,0.0010294305,0.98009765,0.00042226276,0.005531471,0.0008897635,0.0012693278,0.0022450977
Q252,Guideline / Evidence Lookup,0.9247701,Management / Treatment Selection,0.04111006,0.8836601,0.23626325,0.25428602,0.5094507,Guideline / Evidence Lookup,True,0.04111006,0.0015011937,0.0029010223,0.002980587,0.0016066937,0.012562871,0.0033576167,0.9247701,0.005302297,0.003174061,0.0007335692
Q253,Safety / Contraindication,0.41915825,Dosing / Administration,0.3823942,0.036764055,0.075281054,0.3383302,0.5863887,Safety / Contraindication,True,0.0031189218,0.3823942,0.41915825,0.032759763,0.022015397,0.0047938107,0.009152789,0.0030827266,0.0646372,0.05715932,0.0017276556
Q254,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,True,0.0033464015,0.0031130675,0.003581385,0.0014153247,0.0009389338,0.0054953704,0.0012939762,0.0026520707,0.0057883062,0.009283573,0.9630916
Q255,Safety / Contraindication,0.8615675,Dosing / Administration,0.032312725,0.82925475,0.056854025,0.28647864,0.65666735,Safety / Contraindication,True,0.0065404945,0.032312725,0.8615675,0.022605851,0.016216805,0.008109686,0.012967543,0.008722335,0.008503289,0.019532721,0.0029210967
Q256,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,True,0.0033464015,0.0031130675,0.003581385,0.0014153247,0.0009389338,0.0054953704,0.0012939762,0.0026520707,0.0057883062,0.009283573,0.9630916
Q257,Treatment Change / Escalation,0.9863862,Dosing / Administration,0.006705008,0.9796812,0.03939372,0.30122343,0.6593829,Treatment Change / Escalation,True,0.0005512554,0.006705008,0.002524249,0.00066998013,0.00034643078,0.00059008424,5.5899392e-05,0.0009023163,0.9863862,0.0010458053,0.00022271417
Q258,Management / Treatment Selection,0.9559435,Interaction / Combination,0.01427071,0.9416728,0.02353667,0.07813453,0.89832884,Management / Treatment Selection,True,0.9559435,0.0040165875,0.0051689963,0.01427071,0.0021750117,0.0008567011,0.00021904917,0.010258207,0.0057281773,0.0010855532,0.00027743884
Q259,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,True,0.0009847793,0.000100371835,0.009149787,0.0004714144,0.00095264567,0.97772866,0.00025147424,0.005281346,0.0006044059,0.0010055065,0.0034696083
Q260,Prophylaxis / Maintenance,0.97614247,Dosing / Administration,0.008312286,0.9678302,0.056691796,0.58971846,0.3535897,Prophylaxis / Maintenance,True,0.0010076594,0.008312286,0.0053002797,0.0003323849,0.0014193803,0.00200479,0.00068693486,0.0008588521,0.0011096827,0.97614247,0.0028252876
Q261,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,True,0.0033464015,0.0031130675,0.003581385,0.0014153247,0.0009389338,0.0054953704,0.0012939762,0.0026520707,0.0057883062,0.009283573,0.9630916
Q262,Interaction / Combination,0.9430835,Safety / Contraindication,0.027149757,0.9159338,0.055518784,0.17306238,0.7714188,Interaction / Combination,True,0.008334557,0.007169365,0.027149757,0.9430835,0.0010950831,0.0021870113,0.0009822141,0.004935825,0.0014888656,0.0020402197,0.0015335305
Q263,Dosing / Administration,0.37508363,Safety / Contraindication,0.27289736,0.10218626,0.07496158,0.2319428,0.69309556,Dosing / Administration,True,0.007898822,0.37508363,0.27289736,0.06544229,0.043056898,0.008644456,0.002235305,0.006650602,0.1811591,0.035885625,0.0010459034
Q264,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,True,0.00068523234,0.93178225,0.028436065,0.0035827316,0.0040662917,0.00029380608,0.00055431115,0.00027342915,0.00788193,0.022076674,0.00036729296
Q265,Dosing / Administration,0.9370421,Safety / Contraindication,0.02476116,0.912281,0.11514645,0.30007026,0.58478326,Dosing / Administration,True,0.0008336398,0.9370421,0.02476116,0.004608833,0.0041895746,0.00026082367,0.0004221735,0.00028491154,0.010789378,0.016507117,0.00030031818
Q266,Monitoring / Response / Risk Assessment,0.9323255,Management / Treatment Selection,0.02334587,0.9089796,0.024235934,0.07558217,0.9001819,Monitoring / Response / Risk Assessment,True,0.02334587,0.000307674,0.017199632,0.0017137208,0.0029965164,0.9323255,0.00037006466,0.01393707,0.0022180919,0.0025962656,0.0029896062
Q267,Safety / Contraindication,0.41915825,Dosing / Administration,0.3823942,0.036764055,0.075281054,0.3383302,0.5863887,Safety / Contraindication,True,0.0031189218,0.3823942,0.41915825,0.032759763,0.022015397,0.0047938107,0.009152789,0.0030827266,0.0646372,0.05715932,0.0017276556
Q268,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008825004,0.9522671,0.14974125,0.42445755,0.4258012,Mechanism / Background Knowledge,True,0.0034623244,0.0033220772,0.0039274776,0.0016313721,0.0010819362,0.006173529,0.0014241693,0.002710104,0.0063499655,0.008825004,0.9610921
Q269,Efficacy / Outcomes,0.985386,Safety / Contraindication,0.007339046,0.97804695,0.25569043,0.34933466,0.39497498,Efficacy / Outcomes,True,0.00062200014,0.0010590008,0.007339046,0.0004650272,0.00034547818,0.0006852665,0.985386,0.0015773235,0.00031874055,0.0015134864,0.0006884901
Q270,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,True,0.00052305625,0.92477244,0.034303326,0.0033727584,0.0031130316,0.00027727074,0.0007957046,0.00021741739,0.008122877,0.02414709,0.00035511696
Q271,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,True,0.00037003463,0.0035329384,0.0013499956,0.00018100263,0.00024305518,0.00041107825,4.3860993e-05,0.0007197344,0.99218833,0.0007478613,0.00021198983
Q272,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,True,0.0033464015,0.0031130675,0.003581385,0.0014153247,0.0009389338,0.0054953704,0.0012939762,0.0026520707,0.0057883062,0.009283573,0.9630916
Q273,Guideline / Evidence Lookup,0.8998918,Management / Treatment Selection,0.04795912,0.85193264,0.085921586,0.452322,0.46175644,Guideline / Evidence Lookup,True,0.04795912,0.0024848133,0.0058308924,0.0057818373,0.0025214835,0.019889629,0.0024877607,0.8998918,0.006175956,0.0052209944,0.0017557256
Q274,Treatment Change / Escalation,0.93789786,Dosing / Administration,0.030666366,0.9072315,0.051295042,0.22648612,0.7222189,Treatment Change / Escalation,True,0.0019218964,0.030666366,0.014545687,0.0023232459,0.0024792012,0.0025215242,0.00026023464,0.003023732,0.93789786,0.003906262,0.00045399406
Q275,Management / Treatment Selection,0.33077404,Interaction / Combination,0.32089895,0.009875089,0.080650195,0.18073949,0.73861027,Management / Treatment Selection,True,0.33077404,0.0076254825,0.05671204,0.32089895,0.010654791,0.023187092,0.006490737,0.094143674,0.0037007309,0.007567696,0.13824484
