signal_id,session_id,doctor_id,query_id,content_id,event_type,event_timestamp,dwell_seconds
SIG0702,SE0044,D007,Q178,C341,save_bookmark,2025-01-16 14:20:12,77
SIG0703,SE0044,D007,Q178,C129,scroll_deep,2025-01-16 14:22:34,63
SIG0704,SE0044,D007,Q178,C301,scroll_deep,2025-01-16 14:24:45,76
SIG0705,SE0044,D007,Q178,C019,scroll_deep,2025-01-16 14:28:18,182
SIG0706,SE0044,D007,Q178,C212,save_bookmark,2025-01-16 14:28:28,40
SIG0707,SE0044,D007,Q178,C151,scroll_deep,2025-01-16 14:41:57,212
SIG0708,SE0490,D113,Q289,C037,scroll_deep,2025-01-16 15:51:22,113
SIG0709,SE0466,D031,Q467,C325,save_bookmark,2025-01-16 16:23:45,86
SIG0710,SE0470,D016,Q214,C310,scroll_deep,2025-01-16 18:05:08,183
SIG0711,SE0510,D011,Q323,C250,save_bookmark,2025-01-16 18:14:58,143
SIG0712,SE0184,D025,Q473,C184,click,2025-01-16 19:57:54,31
SIG0713,SE0184,D025,Q473,C031,scroll_deep,2025-01-16 19:58:30,230
SIG0714,SE0184,D025,Q473,C093,click,2025-01-16 20:03:09,14
SIG0715,SE0184,D025,Q473,C293,scroll_deep,2025-01-16 20:03:18,90
SIG0716,SE0184,D025,Q473,C231,scroll_deep,2025-01-16 20:06:02,144
SIG0717,SE0531,D007,Q003,C318,scroll_deep,2025-01-16 20:47:11,123
SIG0718,SE0231,D088,Q476,C028,click,2025-01-16 22:55:03,21
SIG0719,SE0569,D036,Q021,C214,return_visit,2025-01-16 23:38:40,170
SIG0720,SE0067,D067,Q305,C265,click,2025-01-17 00:49:11,14
SIG0721,SE0067,D067,Q305,C325,scroll_deep,2025-01-17 00:49:43,135
SIG0722,SE0067,D067,Q305,C250,save_bookmark,2025-01-17 00:52:51,169
SIG0723,SE0067,D067,Q305,C078,scroll_deep,2025-01-17 01:02:50,215
SIG0724,SE0274,D067,Q364,C163,click,2025-01-17 01:08:00,10
SIG0725,SE0305,D118,Q010,C028,click,2025-01-17 01:28:09,50
SIG0726,SE0305,D118,Q010,C189,click,2025-01-17 01:29:14,0
SIG0727,SE0280,D065,Q357,C073,click,2025-01-17 01:43:13,35
SIG0728,SE0280,D065,Q357,C143,save_bookmark,2025-01-17 01:47:46,56
SIG0729,SE0098,D117,Q420,C335,click,2025-01-17 01:57:29,13
SIG0730,SE0098,D117,Q420,C065,scroll_deep,2025-01-17 01:59:56,102
SIG0731,SE0098,D117,Q420,C288,scroll_deep,2025-01-17 02:00:33,104
SIG0732,SE0098,D117,Q420,C054,click,2025-01-17 02:00:53,2
SIG0733,SE0098,D117,Q420,C241,scroll_deep,2025-01-17 02:06:35,78
SIG0734,SE0549,D048,Q133,C315,click,2025-01-17 02:39:51,16
SIG0735,SE0527,D119,Q281,C142,scroll_deep,2025-01-17 05:35:31,77
SIG0736,SE0199,D084,Q193,C242,click,2025-01-17 07:02:24,2
SIG0737,SE0199,D084,Q193,C094,click,2025-01-17 07:05:31,6
SIG0738,SE0199,D084,Q193,C201,scroll_deep,2025-01-17 07:09:02,193
SIG0739,SE0199,D084,Q193,C075,click,2025-01-17 07:11:24,2
SIG0740,SE0199,D084,Q193,C237,scroll_deep,2025-01-17 07:20:24,207
SIG0741,SE0036,D038,Q022,C135,click,2025-01-17 08:21:32,11
SIG0742,SE0036,D038,Q022,C069,click,2025-01-17 08:23:25,15
SIG0743,SE0036,D038,Q022,C027,scroll_deep,2025-01-17 08:25:20,190
SIG0744,SE0036,D038,Q022,C166,scroll_deep,2025-01-17 08:31:36,152
SIG0745,SE0036,D038,Q022,C211,click,2025-01-17 08:33:32,55
SIG0746,SE0036,D038,Q022,C094,scroll_deep,2025-01-17 08:43:07,118
SIG0747,SE0419,D081,Q263,C176,return_visit,2025-01-17 09:05:09,303
SIG0748,SE0254,D001,Q492,C295,click,2025-01-17 09:43:16,41
SIG0749,SE0643,D035,Q132,C079,click,2025-01-17 09:43:29,51
SIG0750,SE0475,D098,Q078,C011,click,2025-01-17 10:17:25,15
SIG0751,SE0024,D053,Q390,C042,click,2025-01-17 10:53:02,1
SIG0752,SE0024,D053,Q390,C050,scroll_deep,2025-01-17 10:56:12,89
SIG0753,SE0024,D053,Q390,C088,click,2025-01-17 10:57:54,0
SIG0754,SE0024,D053,Q390,C241,click,2025-01-17 10:58:22,34
SIG0755,SE0024,D053,Q390,C132,click,2025-01-17 11:00:30,2
SIG0756,SE0024,D053,Q390,C295,save_bookmark,2025-01-17 11:06:38,120
SIG0757,SE0024,D053,Q390,C188,click,2025-01-17 11:11:22,1
SIG0758,SE0024,D053,Q390,C109,scroll_deep,2025-01-17 11:12:50,179
SIG0759,SE0024,D053,Q390,C081,click,2025-01-17 11:17:39,0
SIG0760,SE0250,D004,Q147,C202,click,2025-01-17 13:42:35,12
SIG0761,SE0382,D098,Q107,C009,click,2025-01-17 14:27:02,3
SIG0762,SE0209,D002,Q219,C342,click,2025-01-17 17:11:47,13
SIG0763,SE0543,D001,Q180,C051,click,2025-01-17 17:24:02,14
SIG0764,SE0079,D023,Q214,C109,click,2025-01-17 17:24:18,8
SIG0765,SE0079,D023,Q214,C088,click,2025-01-17 17:28:22,6
SIG0766,SE0079,D023,Q214,C334,save_bookmark,2025-01-17 17:28:49,165
SIG0767,SE0079,D023,Q214,C314,scroll_deep,2025-01-17 17:36:33,152
SIG0768,SE0395,D061,Q419,C318,click,2025-01-17 20:37:15,3
SIG0769,SE0478,D069,Q003,C236,scroll_deep,2025-01-17 20:39:16,152
SIG0770,SE0279,D068,Q313,C069,click,2025-01-17 23:05:02,2
SIG0771,SE0544,D019,Q298,C212,click,2025-01-17 23:26:56,23
SIG0772,SE0344,D105,Q306,C057,click,2025-01-18 00:22:58,0
SIG0773,SE0344,D105,Q306,C018,click,2025-01-18 00:27:32,40
SIG0774,SE0026,D089,Q463,C133,click,2025-01-18 00:58:18,16
SIG0775,SE0026,D089,Q463,C088,click,2025-01-18 00:59:48,1
SIG0776,SE0026,D089,Q463,C219,scroll_deep,2025-01-18 01:02:13,162
SIG0777,SE0414,D034,Q352,C019,click,2025-01-18 01:03:00,72
SIG0778,SE0026,D089,Q463,C300,click,2025-01-18 01:04:43,7
SIG0779,SE0026,D089,Q463,C188,scroll_deep,2025-01-18 01:05:18,126
SIG0780,SE0026,D089,Q463,C342,save_bookmark,2025-01-18 01:05:36,175
SIG0781,SE0026,D089,Q463,C274,click,2025-01-18 01:11:54,4
SIG0782,SE0026,D089,Q463,C142,click,2025-01-18 01:14:38,4
SIG0783,SE0263,D115,Q035,C176,click,2025-01-18 02:23:12,6
SIG0784,SE0509,D088,Q100,C145,click,2025-01-18 02:29:14,37
SIG0785,SE0380,D044,Q154,C189,click,2025-01-18 03:23:13,4
SIG0786,SE0632,D023,Q429,C268,scroll_deep,2025-01-18 04:16:08,224
SIG0787,SE0562,D077,Q051,C180,scroll_deep,2025-01-18 06:02:43,81
SIG0788,SE0520,D040,Q027,C331,click,2025-01-18 06:22:08,13
SIG0789,SE0433,D027,Q208,C220,click,2025-01-18 07:45:00,5
SIG0790,SE0043,D044,Q155,C342,click,2025-01-18 07:54:18,7
SIG0791,SE0043,D044,Q155,C127,click,2025-01-18 07:55:51,15
SIG0792,SE0043,D044,Q155,C295,click,2025-01-18 08:02:06,9
SIG0793,SE0043,D044,Q155,C075,click,2025-01-18 08:05:39,11
SIG0794,SE0043,D044,Q155,C083,click,2025-01-18 08:08:32,35
SIG0795,SE0043,D044,Q155,C103,save_bookmark,2025-01-18 08:13:14,171
SIG0796,SE0043,D044,Q155,C180,click,2025-01-18 08:18:53,7
SIG0797,SE0043,D044,Q155,C314,scroll_deep,2025-01-18 08:19:00,233
SIG0798,SE0223,D025,Q087,C240,click,2025-01-18 09:00:32,15
SIG0799,SE0156,D001,Q466,C050,click,2025-01-18 09:26:06,2
SIG0800,SE0156,D001,Q466,C212,click,2025-01-18 09:27:37,34
SIG0801,SE0156,D001,Q466,C027,click,2025-01-18 09:32:16,31
SIG0802,SE0156,D001,Q466,C312,click,2025-01-18 09:35:57,13
SIG0803,SE0156,D001,Q466,C106,click,2025-01-18 09:36:34,13
SIG0804,SE0166,D003,Q301,C022,click,2025-01-18 10:00:45,37
SIG0805,SE0166,D003,Q301,C049,save_bookmark,2025-01-18 10:02:27,50
SIG0806,SE0166,D003,Q301,C335,save_bookmark,2025-01-18 10:10:09,172
SIG0807,SE0166,D003,Q301,C151,click,2025-01-18 10:10:41,3
SIG0808,SE0166,D003,Q301,C318,click,2025-01-18 10:14:48,8
SIG0809,SE0309,D001,Q001,C241,click,2025-01-18 10:49:53,5
SIG0810,SE0309,D001,Q001,C236,click,2025-01-18 10:53:26,18
SIG0811,SE0103,D043,Q238,C258,click,2025-01-18 12:14:46,4
SIG0812,SE0103,D043,Q238,C211,scroll_deep,2025-01-18 12:17:30,93
SIG0813,SE0103,D043,Q238,C232,save_bookmark,2025-01-18 12:19:03,145
SIG0814,SE0103,D043,Q238,C330,click,2025-01-18 12:27:16,5
SIG0815,SE0348,D039,Q079,C295,click,2025-01-18 14:04:29,5
SIG0816,SE0348,D039,Q079,C058,scroll_deep,2025-01-18 14:07:08,169
SIG0817,SE0423,D115,Q146,C054,return_visit,2025-01-18 15:07:03,263
SIG0818,SE0249,D001,Q148,C065,click,2025-01-18 15:16:07,1
SIG0819,SE0249,D001,Q148,C079,scroll_deep,2025-01-18 15:18:30,131
SIG0820,SE0487,D003,Q281,C295,return_visit,2025-01-18 16:10:42,268
SIG0821,SE0056,D100,Q200,C246,click,2025-01-18 18:09:42,1
SIG0822,SE0056,D100,Q200,C188,click,2025-01-18 18:11:51,10
SIG0823,SE0056,D100,Q200,C211,scroll_deep,2025-01-18 18:11:56,62
SIG0824,SE0314,D060,Q348,C265,click,2025-01-18 18:12:34,10
SIG0825,SE0056,D100,Q200,C231,scroll_deep,2025-01-18 18:15:42,70
SIG0826,SE0056,D100,Q200,C135,click,2025-01-18 18:18:21,9
SIG0827,SE0320,D003,Q260,C214,click,2025-01-18 22:25:23,16
SIG0828,SE0320,D003,Q260,C251,click,2025-01-18 22:28:57,111
SIG0829,SE0145,D023,Q134,C204,click,2025-01-19 01:15:33,16
SIG0830,SE0145,D023,Q134,C111,scroll_deep,2025-01-19 01:16:18,96
SIG0831,SE0145,D023,Q134,C081,scroll_deep,2025-01-19 01:21:11,112
SIG0832,SE0402,D105,Q040,C282,click,2025-01-19 01:46:19,11
SIG0833,SE0187,D076,Q100,C019,click,2025-01-19 01:55:29,6
SIG0834,SE0187,D076,Q100,C045,click,2025-01-19 02:00:10,0
SIG0835,SE0187,D076,Q100,C225,save_bookmark,2025-01-19 02:00:21,175
SIG0836,SE0187,D076,Q100,C314,click,2025-01-19 02:08:17,32
SIG0837,SE0149,D012,Q270,C111,click,2025-01-19 02:21:10,14
SIG0838,SE0149,D012,Q270,C129,scroll_deep,2025-01-19 02:22:56,159
SIG0839,SE0149,D012,Q270,C140,scroll_deep,2025-01-19 02:23:11,133
SIG0840,SE0149,D012,Q270,C251,scroll_deep,2025-01-19 02:33:46,113
SIG0841,SE0149,D012,Q270,C096,click,2025-01-19 02:34:34,8
SIG0842,SE0207,D061,Q114,C027,click,2025-01-19 02:41:40,1
SIG0843,SE0347,D015,Q430,C251,click,2025-01-19 04:56:29,24
SIG0844,SE0650,D097,Q268,C220,click,2025-01-19 05:11:13,1
SIG0845,SE0323,D043,Q431,C196,click,2025-01-19 06:50:24,20
SIG0846,SE0063,D097,Q038,C189,click,2025-01-19 07:01:57,9
SIG0847,SE0063,D097,Q038,C031,scroll_deep,2025-01-19 07:05:22,171
SIG0848,SE0063,D097,Q038,C163,click,2025-01-19 07:07:27,4
SIG0849,SE0063,D097,Q038,C007,click,2025-01-19 07:09:45,3
SIG0850,SE0063,D097,Q038,C288,scroll_deep,2025-01-19 07:11:37,143
SIG0851,SE0272,D118,Q343,C111,click,2025-01-19 07:28:04,0
SIG0852,SE0479,D059,Q297,C228,click,2025-01-19 08:07:57,0
SIG0853,SE0605,D066,Q258,C007,save_bookmark,2025-01-19 09:11:33,40
SIG0854,SE0625,D034,Q292,C203,click,2025-01-19 09:29:46,1
SIG0855,SE0219,D079,Q436,C030,click,2025-01-19 11:01:39,17
SIG0856,SE0219,D079,Q436,C117,scroll_deep,2025-01-19 11:03:54,99
SIG0857,SE0090,D071,Q027,C080,click,2025-01-19 11:30:11,3
SIG0858,SE0090,D071,Q027,C212,click,2025-01-19 11:35:03,3
SIG0859,SE0090,D071,Q027,C011,click,2025-01-19 11:39:11,6
SIG0860,SE0090,D071,Q027,C341,scroll_deep,2025-01-19 11:41:08,147
SIG0861,SE0417,D083,Q056,C303,return_visit,2025-01-19 11:58:47,192
SIG0862,SE0283,D033,Q311,C228,click,2025-01-19 12:19:52,4
SIG0863,SE0283,D033,Q311,C081,scroll_deep,2025-01-19 12:22:46,216
SIG0864,SE0080,D077,Q128,C303,click,2025-01-19 13:37:15,7
SIG0865,SE0080,D077,Q128,C132,click,2025-01-19 13:38:53,14
SIG0866,SE0080,D077,Q128,C242,scroll_deep,2025-01-19 13:40:15,215
SIG0867,SE0080,D077,Q128,C256,save_bookmark,2025-01-19 13:48:48,172
SIG0868,SE0210,D018,Q119,C253,click,2025-01-19 14:52:07,14
SIG0869,SE0604,D004,Q067,C301,scroll_deep,2025-01-19 15:29:39,214
SIG0870,SE0359,D096,Q134,C142,scroll_deep,2025-01-19 15:46:20,101
SIG0871,SE0556,D005,Q067,C258,click,2025-01-19 18:19:55,5
SIG0872,SE0564,D022,Q009,C160,scroll_deep,2025-01-19 19:05:11,162
SIG0873,SE0292,D018,Q065,C065,click,2025-01-19 20:05:26,26
SIG0874,SE0292,D018,Q065,C343,click,2025-01-19 20:09:15,8
SIG0875,SE0494,D075,Q156,C225,click,2025-01-19 20:45:01,15
SIG0876,SE0119,D094,Q032,C007,click,2025-01-19 20:47:51,6
SIG0877,SE0119,D094,Q032,C317,click,2025-01-19 20:51:21,25
SIG0878,SE0119,D094,Q032,C137,scroll_deep,2025-01-19 20:52:45,212
SIG0879,SE0119,D094,Q032,C031,scroll_deep,2025-01-19 20:53:55,79
SIG0880,SE0119,D094,Q032,C189,click,2025-01-19 21:00:15,2
SIG0881,SE0100,D098,Q156,C138,click,2025-01-19 21:24:01,1
SIG0882,SE0100,D098,Q156,C135,scroll_deep,2025-01-19 21:25:42,154
SIG0883,SE0100,D098,Q156,C142,click,2025-01-19 21:30:55,7
SIG0884,SE0100,D098,Q156,C299,click,2025-01-19 21:31:25,60
SIG0885,SE0100,D098,Q156,C249,click,2025-01-19 21:39:33,1
SIG0886,SE0651,D068,Q100,C029,scroll_deep,2025-01-19 21:52:39,93
SIG0887,SE0446,D120,Q239,C092,click,2025-01-19 22:03:37,25
SIG0888,SE0430,D002,Q469,C242,save_bookmark,2025-01-19 22:12:13,33
SIG0889,SE0297,D088,Q418,C231,click,2025-01-19 23:32:21,24
SIG0890,SE0139,D042,Q352,C143,click,2025-01-20 00:25:22,2
SIG0891,SE0139,D042,Q352,C012,click,2025-01-20 00:26:49,3
SIG0892,SE0139,D042,Q352,C011,scroll_deep,2025-01-20 00:27:34,215
SIG0893,SE0532,D077,Q392,C094,click,2025-01-20 01:44:29,12
SIG0894,SE0253,D053,Q485,C143,click,2025-01-20 01:45:27,18
SIG0895,SE0534,D001,Q172,C202,click,2025-01-20 03:25:08,20
SIG0896,SE0154,D012,Q278,C249,click,2025-01-20 03:27:09,0
SIG0897,SE0154,D012,Q278,C028,scroll_deep,2025-01-20 03:28:45,224
SIG0898,SE0154,D012,Q278,C310,click,2025-01-20 03:33:31,1
SIG0899,SE0154,D012,Q278,C247,scroll_deep,2025-01-20 03:37:00,163
SIG0900,SE0154,D012,Q278,C341,click,2025-01-20 03:37:05,4
SIG0901,SE0028,D066,Q229,C069,click,2025-01-20 04:30:54,4
SIG0902,SE0028,D066,Q229,C106,click,2025-01-20 04:32:33,2
SIG0903,SE0028,D066,Q229,C133,click,2025-01-20 04:33:12,0
SIG0904,SE0028,D066,Q229,C135,click,2025-01-20 04:36:14,15
SIG0905,SE0028,D066,Q229,C149,scroll_deep,2025-01-20 04:38:50,229
SIG0906,SE0028,D066,Q229,C109,click,2025-01-20 04:43:09,46
SIG0907,SE0028,D066,Q229,C059,scroll_deep,2025-01-20 04:52:00,224
SIG0908,SE0157,D057,Q318,C014,click,2025-01-20 05:39:29,2
SIG0909,SE0157,D057,Q318,C138,click,2025-01-20 05:41:28,36
SIG0910,SE0157,D057,Q318,C236,scroll_deep,2025-01-20 05:47:20,128
SIG0911,SE0157,D057,Q318,C220,save_bookmark,2025-01-20 05:48:11,92
SIG0912,SE0191,D003,Q340,C289,click,2025-01-20 06:28:16,31
SIG0913,SE0069,D005,Q375,C097,click,2025-01-20 06:31:55,13
SIG0914,SE0191,D003,Q340,C325,click,2025-01-20 06:31:56,4
SIG0915,SE0191,D003,Q340,C004,scroll_deep,2025-01-20 06:32:16,83
SIG0916,SE0069,D005,Q375,C190,scroll_deep,2025-01-20 06:32:29,128
SIG0917,SE0428,D035,Q340,C299,click,2025-01-20 06:33:11,7
SIG0918,SE0069,D005,Q375,C069,scroll_deep,2025-01-20 06:34:43,234
SIG0919,SE0029,D020,Q246,C327,click,2025-01-20 06:37:17,0
SIG0920,SE0029,D020,Q246,C052,click,2025-01-20 06:38:26,39
SIG0921,SE0514,D040,Q067,C315,click,2025-01-20 06:38:38,62
SIG0922,SE0191,D003,Q340,C158,scroll_deep,2025-01-20 06:38:43,219
SIG0923,SE0191,D003,Q340,C180,click,2025-01-20 06:39:04,46
SIG0924,SE0029,D020,Q246,C287,scroll_deep,2025-01-20 06:45:11,137
SIG0925,SE0029,D020,Q246,C049,scroll_deep,2025-01-20 06:46:11,233
SIG0926,SE0029,D020,Q246,C277,click,2025-01-20 06:50:21,49
SIG0927,SE0029,D020,Q246,C301,scroll_deep,2025-01-20 06:59:22,213
SIG0928,SE0352,D037,Q349,C212,scroll_deep,2025-01-20 07:51:17,187
SIG0929,SE0008,D085,Q210,C182,click,2025-01-20 14:53:53,6
SIG0930,SE0008,D085,Q210,C189,click,2025-01-20 14:57:37,24
SIG0931,SE0008,D085,Q210,C124,scroll_deep,2025-01-20 14:58:19,110
SIG0932,SE0008,D085,Q210,C217,click,2025-01-20 15:01:58,1
SIG0933,SE0008,D085,Q210,C118,click,2025-01-20 15:03:43,11
SIG0934,SE0008,D085,Q210,C166,scroll_deep,2025-01-20 15:08:08,85
SIG0935,SE0420,D015,Q018,C104,scroll_deep,2025-01-20 15:35:39,74
SIG0936,SE0367,D029,Q433,C049,scroll_deep,2025-01-20 16:23:04,165
SIG0937,SE0034,D044,Q042,C342,click,2025-01-20 20:15:03,0
SIG0938,SE0034,D044,Q042,C266,scroll_deep,2025-01-20 20:18:24,143
SIG0939,SE0034,D044,Q042,C215,click,2025-01-20 20:20:21,5
SIG0940,SE0034,D044,Q042,C029,click,2025-01-20 20:21:51,13
SIG0941,SE0034,D044,Q042,C109,scroll_deep,2025-01-20 20:22:21,66
SIG0942,SE0034,D044,Q042,C088,click,2025-01-20 20:22:37,11
SIG0943,SE0034,D044,Q042,C079,click,2025-01-20 20:34:13,0
SIG0944,SE0034,D044,Q042,C037,scroll_deep,2025-01-20 20:38:09,208
SIG0945,SE0034,D044,Q042,C081,scroll_deep,2025-01-20 20:54:55,124
SIG0946,SE0336,D037,Q284,C138,click,2025-01-20 22:34:41,9
SIG0947,SE0439,D030,Q293,C015,click,2025-01-21 00:15:08,0
SIG0948,SE0246,D063,Q201,C089,click,2025-01-21 00:24:33,12
SIG0949,SE0246,D063,Q201,C103,scroll_deep,2025-01-21 00:27:38,61
SIG0950,SE0301,D107,Q123,C022,click,2025-01-21 00:46:38,0
SIG0951,SE0087,D030,Q346,C338,click,2025-01-21 00:48:14,3
SIG0952,SE0087,D030,Q346,C342,click,2025-01-21 00:50:28,6
SIG0953,SE0087,D030,Q346,C299,click,2025-01-21 00:51:34,0
SIG0954,SE0087,D030,Q346,C327,click,2025-01-21 00:54:35,17
SIG0955,SE0087,D030,Q346,C124,scroll_deep,2025-01-21 00:56:54,150
SIG0956,SE0201,D050,Q267,C330,click,2025-01-21 01:18:17,59
SIG0957,SE0201,D050,Q267,C052,save_bookmark,2025-01-21 01:21:42,124
SIG0958,SE0350,D004,Q025,C104,click,2025-01-21 01:26:44,2
SIG0959,SE0091,D050,Q078,C188,click,2025-01-21 02:15:48,6
SIG0960,SE0646,D006,Q077,C237,scroll_deep,2025-01-21 02:17:24,218
SIG0961,SE0091,D050,Q078,C106,click,2025-01-21 02:19:51,9
SIG0962,SE0173,D047,Q419,C097,click,2025-01-21 02:22:02,3
SIG0963,SE0091,D050,Q078,C143,click,2025-01-21 02:22:24,20
SIG0964,SE0173,D047,Q419,C051,scroll_deep,2025-01-21 02:23:23,81
SIG0965,SE0576,D034,Q132,C341,return_visit,2025-01-21 02:23:30,207
SIG0966,SE0091,D050,Q078,C042,click,2025-01-21 02:23:33,0
SIG0967,SE0637,D117,Q354,C137,save_bookmark,2025-01-21 02:23:34,51
SIG0968,SE0173,D047,Q419,C259,scroll_deep,2025-01-21 02:26:52,73
SIG0969,SE0329,D016,Q499,C078,click,2025-01-21 03:03:35,6
SIG0970,SE0505,D010,Q096,C236,scroll_deep,2025-01-21 03:43:30,81
SIG0971,SE0278,D051,Q225,C231,click,2025-01-21 04:35:42,14
SIG0972,SE0499,D070,Q067,C236,scroll_deep,2025-01-21 04:37:14,206
SIG0973,SE0235,D004,Q106,C304,click,2025-01-21 04:42:26,17
SIG0974,SE0259,D040,Q122,C127,click,2025-01-21 07:46:47,25
SIG0975,SE0259,D040,Q122,C158,save_bookmark,2025-01-21 07:49:47,97
SIG0976,SE0447,D049,Q407,C094,click,2025-01-21 11:56:40,5
SIG0977,SE0394,D111,Q443,C299,scroll_deep,2025-01-21 13:02:08,91
SIG0978,SE0035,D004,Q279,C182,click,2025-01-21 13:18:15,11
SIG0979,SE0035,D004,Q279,C162,click,2025-01-21 13:20:17,22
SIG0980,SE0035,D004,Q279,C331,click,2025-01-21 13:23:15,14
SIG0981,SE0035,D004,Q279,C249,click,2025-01-21 13:23:39,1
SIG0982,SE0035,D004,Q279,C258,click,2025-01-21 13:27:31,3
SIG0983,SE0542,D025,Q293,C093,scroll_deep,2025-01-21 13:27:38,185
SIG0984,SE0035,D004,Q279,C059,scroll_deep,2025-01-21 13:43:10,69
SIG0985,SE0015,D098,Q480,C180,click,2025-01-21 14:21:20,5
SIG0986,SE0015,D098,Q480,C042,scroll_deep,2025-01-21 14:23:31,79
SIG0987,SE0015,D098,Q480,C228,scroll_deep,2025-01-21 14:24:08,101
SIG0988,SE0015,D098,Q480,C226,click,2025-01-21 14:26:50,0
SIG0989,SE0015,D098,Q480,C111,click,2025-01-21 14:31:59,8
SIG0990,SE0015,D098,Q480,C009,click,2025-01-21 14:33:24,25
SIG0991,SE0015,D098,Q480,C162,save_bookmark,2025-01-21 14:40:40,159
SIG0992,SE0015,D098,Q480,C045,scroll_deep,2025-01-21 14:41:52,151
SIG0993,SE0230,D093,Q451,C228,click,2025-01-21 16:19:13,22
SIG0994,SE0230,D093,Q451,C068,click,2025-01-21 16:20:53,22
SIG0995,SE0161,D031,Q131,C079,click,2025-01-21 17:05:58,16
SIG0996,SE0161,D031,Q131,C241,scroll_deep,2025-01-21 17:08:48,228
SIG0997,SE0161,D031,Q131,C288,click,2025-01-21 17:09:30,19
SIG0998,SE0161,D031,Q131,C088,scroll_deep,2025-01-21 17:13:43,98
SIG0999,SE0161,D031,Q131,C322,click,2025-01-21 17:21:58,0
SIG1000,SE0206,D106,Q496,C032,click,2025-01-21 20:17:54,1
SIG1001,SE0206,D106,Q496,C236,click,2025-01-21 20:18:43,41
SIG1002,SE0443,D004,Q419,C069,click,2025-01-21 21:29:36,5
SIG1003,SE0113,D023,Q070,C258,click,2025-01-21 21:31:01,25
SIG1004,SE0113,D023,Q070,C005,scroll_deep,2025-01-21 21:35:47,127
SIG1005,SE0113,D023,Q070,C225,click,2025-01-21 21:35:52,8
SIG1006,SE0511,D030,Q145,C285,scroll_deep,2025-01-21 21:40:17,211
SIG1007,SE0113,D023,Q070,C303,click,2025-01-21 21:44:22,9
SIG1008,SE0342,D007,Q198,C145,click,2025-01-21 22:43:48,0
SIG1009,SE0117,D038,Q429,C092,click,2025-01-21 23:28:23,33
SIG1010,SE0117,D038,Q429,C022,click,2025-01-21 23:29:27,2
SIG1011,SE0117,D038,Q429,C137,scroll_deep,2025-01-21 23:32:43,201
SIG1012,SE0106,D002,Q324,C184,click,2025-01-22 02:26:04,6
SIG1013,SE0106,D002,Q324,C069,click,2025-01-22 02:27:13,2
SIG1014,SE0106,D002,Q324,C211,click,2025-01-22 02:31:16,0
SIG1015,SE0296,D068,Q044,C031,click,2025-01-22 05:55:46,16
SIG1016,SE0296,D068,Q044,C258,click,2025-01-22 05:58:08,9
SIG1017,SE0009,D118,Q075,C051,click,2025-01-22 06:26:32,22
SIG1018,SE0009,D118,Q075,C049,click,2025-01-22 06:27:46,0
SIG1019,SE0009,D118,Q075,C160,click,2025-01-22 06:29:04,3
SIG1020,SE0009,D118,Q075,C277,click,2025-01-22 06:32:32,18
SIG1021,SE0009,D118,Q075,C184,click,2025-01-22 06:33:47,25
SIG1022,SE0009,D118,Q075,C173,click,2025-01-22 06:43:26,22
SIG1023,SE0455,D032,Q486,C257,click,2025-01-22 06:47:32,0
SIG1024,SE0009,D118,Q075,C203,scroll_deep,2025-01-22 06:50:17,191
SIG1025,SE0009,D118,Q075,C050,scroll_deep,2025-01-22 06:58:09,73
SIG1026,SE0361,D024,Q005,C079,scroll_deep,2025-01-22 07:26:22,211
SIG1027,SE0587,D033,Q238,C109,click,2025-01-22 07:48:15,0
SIG1028,SE0180,D117,Q461,C080,click,2025-01-22 08:20:05,21
SIG1029,SE0180,D117,Q461,C129,scroll_deep,2025-01-22 08:21:06,135
SIG1030,SE0180,D117,Q461,C025,scroll_deep,2025-01-22 08:22:43,135
SIG1031,SE0180,D117,Q461,C301,scroll_deep,2025-01-22 08:32:08,192
SIG1032,SE0123,D045,Q486,C004,click,2025-01-22 13:07:29,7
SIG1033,SE0123,D045,Q486,C301,scroll_deep,2025-01-22 13:09:51,143
SIG1034,SE0123,D045,Q486,C190,click,2025-01-22 13:12:19,44
SIG1035,SE0123,D045,Q486,C072,click,2025-01-22 13:20:41,2
SIG1036,SE0020,D086,Q252,C111,click,2025-01-22 14:06:29,5
SIG1037,SE0020,D086,Q252,C188,scroll_deep,2025-01-22 14:09:49,62
SIG1038,SE0020,D086,Q252,C095,save_bookmark,2025-01-22 14:10:07,57
SIG1039,SE0020,D086,Q252,C220,click,2025-01-22 14:12:50,13
SIG1040,SE0020,D086,Q252,C054,scroll_deep,2025-01-22 14:13:35,67
SIG1041,SE0020,D086,Q252,C300,scroll_deep,2025-01-22 14:21:53,152
SIG1042,SE0020,D086,Q252,C109,scroll_deep,2025-01-22 14:22:14,100
SIG1043,SE0020,D086,Q252,C160,save_bookmark,2025-01-22 14:23:57,131
SIG1044,SE0020,D086,Q252,C088,scroll_deep,2025-01-22 14:24:37,176
SIG1045,SE0317,D061,Q320,C310,click,2025-01-22 15:53:04,16
SIG1046,SE0609,D109,Q018,C212,click,2025-01-22 15:55:42,28
SIG1047,SE0011,D067,Q404,C257,click,2025-01-22 16:15:55,15
SIG1048,SE0011,D067,Q404,C079,click,2025-01-22 16:19:38,32
SIG1049,SE0011,D067,Q404,C042,save_bookmark,2025-01-22 16:20:07,100
SIG1050,SE0011,D067,Q404,C051,click,2025-01-22 16:27:13,1
